sourceDepth,recDepth,recRange,simGvel,txNode,rxNode,owtt
90,90,2046.2755861465,1442.39348926194,East,South,1.41759
90,90,2046.40425553911,1442.39102190011,East,South,1.41762
90,90,2046.46191766688,1442.39178846753,East,South,1.41759
90,90,2046.57972064676,1442.39128519482,East,South,1.41764
90,90,2046.44717032149,1442.39294316426,East,South,1.41765
90,90,2046.83129408262,1442.39340786674,East,South,1.41765
90,90,2046.78028994654,1442.39197294459,East,South,1.41756
90,90,2046.76913290277,1442.38974470689,East,South,1.41738
90,90,2046.81980841869,1442.39038773681,East,South,1.41742
90,90,2046.85674376431,1442.38938489031,East,South,1.41735
90,90,2047.01456815505,1442.38824539399,East,South,1.4174
90,90,2047.46098236663,1442.38900108391,East,South,1.41757
90,90,2046.70732534287,1442.38705649116,East,South,1.41763
90,90,2046.7091776531,1442.38946105748,East,South,1.41771
90,90,2046.87797230062,1442.39049462676,East,South,1.41771
90,90,2046.66334366573,1442.3914558997,East,South,1.41775
90,90,2046.68771897664,1442.39244053955,East,South,1.41768
90,90,2046.50136969841,1442.39354111167,East,South,1.41771
90,90,2047.00518373714,1442.39410013838,East,South,1.41769
90,90,2046.99599111776,1442.39242149508,East,South,1.41767
20,90,1462.67100113946,1442.33436778481,Camp,East,1.0195
20,90,1462.77139552478,1442.34563387505,Camp,East,1.01956
20,90,1462.09880419613,1442.3629197249,Camp,East,1.01952
20,90,1463.0724098872,1442.37920072962,Camp,East,1.01876
20,90,1462.90913671903,1442.36727134318,Camp,East,1.01871
20,90,1461.78744354543,1442.36239331541,Camp,East,1.01881
20,90,1462.00756330138,1442.3762783841,Camp,East,1.01877
20,90,1461.33194222118,1442.37019009605,Camp,East,1.01875
20,90,1461.68148786449,1442.36907113975,Camp,East,1.01875
20,90,1461.36748530393,1442.36311468989,Camp,East,1.01874
20,90,1461.6215417312,1442.36918707628,Camp,East,1.01878
90,30,2148.40193153694,1438.42987782592,East,North,1.49526
90,30,2148.36565297963,1438.42889192112,East,North,1.49525
90,30,2147.89450784095,1438.43108312841,East,North,1.49525
90,30,2148.40323613474,1438.43203510912,East,North,1.49525
20,30,1628.59075996242,NaN,Camp,North,1.14128
90,30,2148.35659686421,1438.43067112716,East,North,1.49527
20,30,1627.86010922877,NaN,Camp,North,1.14128
90,30,2148.46687287411,1438.43051792427,East,North,1.49526
90,30,2148.83998379854,1438.43057986594,East,North,1.49526
90,30,2148.98404598268,1438.4301029657,East,North,1.49526
90,30,2148.93059412621,1438.43267364497,East,North,1.49526
90,30,2149.30614100271,1438.43263847575,East,North,1.49526
20,30,1629.07014301397,NaN,Camp,North,1.14113
90,30,2149.12865828731,1438.43242214746,East,North,1.49525
20,30,1629.43234983841,NaN,Camp,North,1.14112
20,30,1629.22708824868,NaN,Camp,North,1.14112
20,30,1629.10361480599,NaN,Camp,North,1.14109
