index,must_bnc,n_bnc,owtt,must_bnc0,n_bnc0,owtt0
228,False,0,1.0133317,False,0,1.0131767
229,False,0,1.0145463,False,0,1.0143907
230,False,0,1.0135924,False,0,1.0134372
231,False,0,1.0138263,False,0,1.0136709
232,False,0,1.0133581,False,0,1.0132028
233,False,0,1.0134043,False,0,1.0132492
234,False,0,1.012917,False,0,1.0127693
235,False,0,1.0137072,False,0,1.0135521
236,False,0,1.0141346,False,0,1.0139794
237,False,0,1.0145953,False,0,1.0144398
238,False,0,1.0156658,False,0,1.0155101
239,False,0,1.0155572,False,0,1.0154017
240,False,0,1.0146291,False,0,1.0144738
241,False,0,1.0145463,False,0,1.0143907
242,False,0,1.0138636,False,0,1.0137084
243,False,0,1.0140294,False,0,1.0138742
244,False,0,1.0136644,False,0,1.0135092
245,False,0,1.0146507,False,0,1.0144951
246,False,0,1.0150406,False,0,1.0148852
247,False,0,1.0159769,False,0,1.0158213
248,False,0,1.0159943,False,0,1.0158387
249,False,0,1.0169816,False,0,1.0168266
250,False,0,1.4868983,True,1,1.4937735
251,False,0,1.4873523,True,1,1.4942282
252,False,0,1.4873161,True,1,1.4941921
253,False,0,1.4874009,True,1,1.4942771
254,False,0,1.4875057,True,1,1.4943831
255,False,0,1.4870361,True,1,1.4939116
256,False,0,1.4866173,True,1,1.4934915
257,False,0,1.1370661,False,0,1.1268253
258,False,0,1.1369382,False,0,1.1266987
259,False,0,1.1399889,False,0,1.1297162
260,False,0,1.1389564,False,0,1.1286926
261,False,0,1.4865303,True,1,1.4934043
262,False,0,1.486401,True,1,1.4932748
263,False,0,1.1369354,False,0,1.126696
264,False,0,1.48668,True,1,1.4935542
265,False,0,1.4866755,True,1,1.4935493
266,False,0,1.1393172,False,0,1.1290501
267,False,0,1.4868368,True,1,1.4937118
268,False,0,1.4866923,True,1,1.4935668
269,False,0,1.4868151,True,1,1.4936904
270,False,0,1.486637,True,1,1.493511
271,False,0,1.14085,False,0,1.130567
272,False,0,1.4905465,False,0,1.4895201
273,False,0,1.4901364,False,0,1.4891112
274,False,0,1.4900879,False,0,1.4890628
275,False,0,1.4904485,False,0,1.4894221
276,False,0,1.4907413,False,0,1.4897143
277,False,0,1.4905145,False,0,1.4894881
278,False,0,1.4904583,False,0,1.489432
279,False,0,1.490679,False,0,1.4896519
280,False,0,1.4908259,False,0,1.4897985
281,False,0,1.4908625,False,0,1.4898351
282,False,0,1.4906552,False,0,1.4896286
283,False,0,1.4904194,False,0,1.4893932
284,False,0,1.4908108,False,0,1.4897834
285,False,0,1.4906282,False,0,1.4896015
286,False,0,1.4906955,False,0,1.4896684
287,False,0,1.4908761,False,0,1.4898485
288,False,0,1.49059,False,0,1.4895633
289,False,0,1.490504,False,0,1.4894776
290,False,0,1.4903297,False,0,1.489304
291,False,0,1.4905623,False,0,1.4895357
292,False,0,1.4908266,False,0,1.4897993
293,False,0,1.4907365,False,0,1.4897094
294,False,0,1.4906198,False,0,1.4895933
295,False,0,1.4903681,False,0,1.4893421
296,False,0,1.4903293,False,0,1.4893034
297,False,0,1.490389,False,0,1.489363
298,False,0,1.490382,False,0,1.4893562
299,False,0,1.4905095,False,0,1.4894832
300,False,0,1.4905748,False,0,1.4895483
301,False,0,1.4906468,False,0,1.4896201
302,False,0,1.4906498,False,0,1.4896228
303,False,0,1.490563,False,0,1.4895364
304,False,0,1.4907677,False,0,1.4897405
305,False,0,1.4908661,False,0,1.4898385
306,False,0,1.4907051,False,0,1.4896784
307,False,0,1.4903979,False,0,1.489372
308,False,0,1.4905001,False,0,1.4894736
309,False,0,1.4902503,False,0,1.4892247
310,False,0,1.4902439,False,0,1.4892184
311,False,0,1.490144,False,0,1.4891189
312,False,0,1.4901066,False,0,1.4890814
313,False,0,1.4901841,False,0,1.4891589
314,False,0,1.4900962,False,0,1.4890711
315,False,0,1.4902841,False,0,1.4892585
316,False,0,1.4900703,False,0,1.4890454
317,False,0,1.4905477,False,0,1.4895211
318,False,0,1.490414,False,0,1.4893878
319,False,0,1.4903021,False,0,1.4892765
320,False,0,1.490407,False,0,1.4893808
321,False,0,1.4903771,False,0,1.4893512
322,False,0,1.4902412,False,0,1.4892156
323,False,0,1.4903154,False,0,1.4892895
324,False,0,1.4906483,False,0,1.4896214
325,False,0,1.4905332,False,0,1.4895067
326,False,0,1.4904083,False,0,1.4893821
327,False,0,1.2369747,False,0,1.2259396
328,False,0,1.2373198,False,0,1.2262812
329,False,0,1.2353961,False,0,1.2243774
330,False,0,1.2353905,False,0,1.2243718
331,False,0,1.2360198,False,0,1.2249949
332,False,0,1.2364072,False,0,1.225378
333,False,0,1.2362506,False,0,1.2252231
334,False,0,1.2359031,False,0,1.2248794
335,False,0,1.2365503,False,0,1.2255198
336,False,0,1.2370384,False,0,1.2260026
337,False,0,1.236746,False,0,1.2257134
338,False,0,1.2368587,False,0,1.2258248
339,False,0,1.2366377,False,0,1.2256063
340,False,0,1.2365363,False,0,1.225506
341,False,0,1.2362102,False,0,1.2251831
342,False,0,1.2366357,False,0,1.2256043
343,False,0,1.237755,False,0,1.2267128
344,False,0,1.2383379,False,0,1.2272903
345,False,0,1.2366818,False,0,1.2256498
346,False,0,1.2370131,False,0,1.2259777
347,False,0,1.238097,False,0,1.227051
348,False,0,1.2277634,False,0,1.227655
349,False,0,1.2292707,False,0,1.2291393
350,False,0,1.2283487,False,0,1.2281964
351,False,0,1.2283487,False,0,1.2281964
352,False,0,1.0541456,False,0,1.0464984
353,False,0,1.053479,False,0,1.0458443
354,False,0,1.0556267,False,0,1.0479755
355,False,0,1.054167,False,0,1.0465199
356,False,0,1.0549636,False,0,1.0473145
357,False,0,1.0547701,False,0,1.0471215
358,False,0,1.0544187,False,0,1.0467708
359,False,0,1.4165268,True,1,1.4232706
360,False,0,1.0559721,False,0,1.0483198
361,False,0,1.4162767,True,1,1.4230201
362,False,0,1.4162588,True,1,1.4230022
363,False,0,1.055049,False,0,1.0473995
364,False,0,1.4165338,True,1,1.4232774
365,False,0,1.4162788,True,1,1.4230222
366,False,0,1.0557488,False,0,1.0480971
367,False,0,1.4166675,True,1,1.4234121
368,False,0,1.055868,False,0,1.0482161
369,False,0,1.4163376,True,1,1.4230812
370,False,0,1.0557723,False,0,1.0481206
371,False,0,1.4163957,True,1,1.4231391
372,False,0,1.0555975,False,0,1.0479466
373,False,0,1.4161413,True,1,1.4228847
374,False,0,1.0545827,False,0,1.0469348
375,False,0,1.416225,True,1,1.4229683
376,False,0,1.0545255,False,0,1.0468774
377,False,0,1.4161831,True,1,1.4229267
378,False,0,1.4160223,True,1,1.4227644
379,False,0,1.0543556,False,0,1.0467079
380,False,0,1.4161543,True,1,1.4228976
381,False,0,1.0557946,False,0,1.0481428
382,False,0,1.4163464,True,1,1.4230899
383,False,0,1.4162477,True,1,1.4229909
384,False,0,1.0546218,False,0,1.0469737
385,False,0,1.4162381,True,1,1.4229816
386,False,0,1.4161565,True,1,1.4228997
387,False,0,1.0542474,False,0,1.0466001
388,False,0,1.0559326,False,0,1.0482805
389,False,0,1.0557641,False,0,1.0481124
390,False,0,1.0549853,False,0,1.0473359
391,False,0,1.0544609,False,0,1.0468132
392,False,0,1.0532106,False,0,1.0455766
393,False,0,1.0529352,False,0,1.0453013
394,False,0,1.052485,False,0,1.0448519
395,False,0,1.4194838,False,0,1.4186732
396,False,0,1.4193977,False,0,1.4185876
397,False,0,1.4196441,False,0,1.4188331
398,False,0,1.4194956,False,0,1.4186851
399,False,0,1.4193394,False,0,1.4185292
400,False,0,1.419073,False,0,1.4182636
401,False,0,1.4194206,False,0,1.4186105
402,False,0,1.4197873,False,0,1.4189756
403,False,0,1.0466037,False,0,1.0464653
404,False,0,1.4196588,False,0,1.4188474
405,False,0,1.4197148,False,0,1.4189035
406,False,0,1.4193908,False,0,1.4185808
407,False,0,1.4192659,False,0,1.4184561
408,False,0,1.4193178,False,0,1.4185079
409,False,0,1.4194691,False,0,1.4186587
410,False,0,1.4195324,False,0,1.4187214
411,False,0,1.4194888,False,0,1.418678
412,False,0,1.0509158,False,0,1.0507785
413,False,0,1.4193721,False,0,1.4185618
414,False,0,1.4195899,False,0,1.4187789
415,False,0,1.4197704,False,0,1.4189588
416,False,0,1.0494785,False,0,1.049341
417,False,0,1.4197363,False,0,1.4189248
418,False,0,1.0492462,False,0,1.0491078
419,False,0,1.4193928,False,0,1.4185826
420,False,0,1.41927,False,0,1.4184604
421,False,0,1.0484734,False,0,1.048335
422,False,0,1.0483861,False,0,1.0482478
423,False,0,1.4195927,False,0,1.4187818
424,False,0,1.0492531,False,0,1.0491148
425,False,0,1.4193345,False,0,1.4185244
426,False,0,1.0482968,False,0,1.0481586
427,False,0,1.4190785,False,0,1.4182692
428,False,0,1.0485044,False,0,1.048366
429,False,0,1.4192269,False,0,1.4184171
430,False,0,1.4190564,False,0,1.4182472
431,False,0,1.4191487,False,0,1.4183391
432,False,0,1.4193584,False,0,1.4185482
433,False,0,1.4192361,False,0,1.4184263
434,False,0,1.4190168,False,0,1.4182076
435,False,0,1.4189309,False,0,1.4181218
436,False,0,1.4191424,False,0,1.4183328
437,False,0,1.4192312,False,0,1.4184213
438,False,0,1.4192715,False,0,1.4184614
439,False,0,1.4193534,False,0,1.418543
440,False,0,1.4192611,False,0,1.4184512
441,False,0,1.4195275,False,0,1.4187169
442,False,0,1.4194921,False,0,1.4186816
443,False,0,1.4194844,False,0,1.4186742
444,False,0,1.4195199,False,0,1.4187092
445,False,0,1.4195457,False,0,1.4187346
446,False,0,1.4196553,False,0,1.418844
447,False,0,1.4199648,False,0,1.4191525
448,False,0,1.4194415,False,0,1.4186308
449,False,0,1.4194427,False,0,1.4186325
450,False,0,1.4195602,False,0,1.4187492
451,False,0,1.419411,False,0,1.4186007
452,False,0,1.4194281,False,0,1.418618
453,False,0,1.4192984,False,0,1.4184886
454,False,0,1.4196484,False,0,1.4188371
455,False,0,1.4196421,False,0,1.4188309
456,False,0,1.0146284,False,0,1.0144731
457,False,0,1.0146977,False,0,1.0145422
458,False,0,1.0142329,False,0,1.0140775
459,False,0,1.0149058,False,0,1.0147504
460,False,0,1.0147932,False,0,1.0146376
461,False,0,1.0140171,False,0,1.0138618
462,False,0,1.0141699,False,0,1.0140147
463,False,0,1.0137024,False,0,1.0135472
464,False,0,1.0139438,False,0,1.0137886
465,False,0,1.0137266,False,0,1.0135717
466,False,0,1.013903,False,0,1.0137478
467,False,0,1.4862812,True,1,1.4931549
468,False,0,1.4862562,True,1,1.49313
469,False,0,1.4859312,True,1,1.4928044
470,False,0,1.4862819,True,1,1.4931556
471,False,0,1.1363175,False,0,1.126084
472,False,0,1.4862502,True,1,1.4931238
473,False,0,1.1358073,False,0,1.1255784
474,False,0,1.4863261,True,1,1.4931997
475,False,0,1.4865836,True,1,1.4934577
476,False,0,1.4866828,True,1,1.4935571
477,False,0,1.4866463,True,1,1.4935204
478,False,0,1.4869045,True,1,1.4937795
479,False,0,1.136652,False,0,1.1264153
480,False,0,1.4867818,True,1,1.4936572
481,False,0,1.1369048,False,0,1.1266656
482,False,0,1.1367615,False,0,1.1265239
483,False,0,1.1366758,False,0,1.1264387
484,False,0,1.4863895,True,1,1.4932634
485,False,0,1.4864635,True,1,1.4933375
486,False,0,1.4867058,True,1,1.4935799
487,False,0,1.4867716,True,1,1.4936469
488,False,0,1.4866257,True,1,1.4934996
489,False,0,1.1379194,False,0,1.1276704
490,False,0,1.4867619,True,1,1.4936372
491,False,0,1.1383328,False,0,1.1280751
492,False,0,1.4868617,True,1,1.4937369
493,False,0,1.1381724,False,0,1.1279207
494,False,0,1.4869078,True,1,1.4937832
495,False,0,1.4865553,True,1,1.4934292
496,False,0,1.4865718,True,1,1.4934455
497,False,0,1.486505,True,1,1.493379
498,False,0,1.4867257,True,1,1.4936001
499,False,0,1.4868295,True,1,1.493705
500,False,0,1.1367525,False,0,1.1265148
501,False,0,1.4904879,False,0,1.4894618
502,False,0,1.1286874,False,0,1.1285444
503,False,0,1.4902564,False,0,1.4892308
504,False,0,1.4903154,False,0,1.4892895
505,False,0,1.1295065,False,0,1.1293638
506,False,0,1.4902503,False,0,1.4892247
507,False,0,1.1294547,False,0,1.1293119
508,False,0,1.4900504,False,0,1.4890256
509,False,0,1.1303966,False,0,1.1302538
510,False,0,1.4899367,False,0,1.4889121
511,False,0,1.490133,False,0,1.4891076
512,False,0,1.1312252,False,0,1.131084
513,False,0,1.4902787,False,0,1.4892529
514,False,0,1.1312885,False,0,1.1311482
515,False,0,1.490527,False,0,1.4895004
516,False,0,1.1315941,False,0,1.1314539
517,False,0,1.4905894,False,0,1.4895627
518,False,0,1.4907652,False,0,1.4897383
519,False,0,1.1318698,False,0,1.1317294
520,False,0,1.4907012,False,0,1.4896742
521,False,0,1.1320548,False,0,1.1319152
522,False,0,1.4906529,False,0,1.4896263
523,False,0,1.132207,False,0,1.1320673
524,False,0,1.4903479,False,0,1.4893221
525,False,0,1.1328819,False,0,1.1327426
526,False,0,1.4902273,False,0,1.4892018
527,False,0,1.4900879,False,0,1.4890628
528,False,0,1.1311685,False,0,1.1310272
529,False,0,1.4901531,False,0,1.4891276
530,False,0,1.1320039,False,0,1.1318641
531,False,0,1.4902668,False,0,1.489241
532,False,0,1.4902002,False,0,1.4891748
533,False,0,1.490474,False,0,1.4894478
534,False,0,1.4904671,False,0,1.4894412
535,False,0,1.4904547,False,0,1.4894286
536,False,0,1.1334217,False,0,1.1332821
537,False,0,1.4903079,False,0,1.489282
538,False,0,1.4901762,False,0,1.4891506
539,False,0,1.1343751,False,0,1.1342356
540,False,0,1.4902002,False,0,1.4891748
541,False,0,1.490179,False,0,1.4891534
542,False,0,1.4901862,False,0,1.4891611
543,False,0,1.1339387,False,0,1.1337987
544,False,0,1.4901447,False,0,1.4891193
545,False,0,1.1338942,False,0,1.1337538
546,False,0,1.4904617,False,0,1.4894357
547,False,0,1.1338426,False,0,1.1337034
548,False,0,1.4904176,False,0,1.4893913
549,False,0,1.4906192,False,0,1.4895924
550,False,0,1.1328527,False,0,1.1327136
551,False,0,1.4907051,False,0,1.4896784
552,False,0,1.1329215,False,0,1.132782
553,False,0,1.4906766,False,0,1.4896499
554,False,0,1.4904083,False,0,1.4893821
555,False,0,1.13371,False,0,1.1335704
556,False,0,1.4904993,False,0,1.4894727
557,False,0,1.1336989,False,0,1.1335592
558,False,0,1.4910464,False,0,1.4900186
559,False,0,1.1341975,False,0,1.134058
560,False,0,1.4913076,False,0,1.4902793
561,False,0,1.1338623,False,0,1.1337218
562,False,0,1.4913567,False,0,1.4903277
563,False,0,1.1339267,False,0,1.1337869
564,False,0,1.4914811,False,0,1.4904519
565,False,0,1.1335934,False,0,1.1334542
566,False,0,1.4913601,False,0,1.490331
567,False,0,1.4907955,False,0,1.489768
568,False,0,1.1332442,False,0,1.1331042
569,False,0,1.4907709,False,0,1.489744
570,False,0,1.1329283,False,0,1.1327889
571,False,0,1.4908592,False,0,1.4898317
572,False,0,1.1332374,False,0,1.1330974
573,False,0,1.4908681,False,0,1.4898409
574,False,0,1.1325049,False,0,1.1323646
575,False,0,1.4907017,False,0,1.4896748
576,False,0,1.1329814,False,0,1.1328421
577,False,0,1.4909244,False,0,1.4898969
578,False,0,1.491102,False,0,1.4900736
579,False,0,1.1340119,False,0,1.1338717
580,False,0,1.4911172,False,0,1.4900889
581,False,0,1.4908737,False,0,1.4898462
582,False,0,1.1338316,False,0,1.1336921
583,False,0,1.4907994,False,0,1.4897722
584,False,0,1.4909495,False,0,1.4899216
585,False,0,1.13467,False,0,1.1345295
586,False,0,1.4910723,False,0,1.490044
587,False,0,1.1338235,False,0,1.1336837
588,False,0,1.4909722,False,0,1.4899445
589,False,0,1.1341639,False,0,1.134024
590,False,0,1.2368383,False,0,1.2258047
591,False,0,1.2367742,False,0,1.225741
592,False,0,1.2369928,False,0,1.2259575
593,False,0,1.2368782,False,0,1.2258441
594,False,0,1.236876,False,0,1.225842
595,False,0,1.2375257,False,0,1.2264858
596,False,0,1.2364092,False,0,1.2253802
597,False,0,1.2364944,False,0,1.2254646
598,False,0,1.2368684,False,0,1.2258345
599,False,0,1.2367147,False,0,1.2256824
600,False,0,1.2363862,False,0,1.2253573
601,False,0,1.2372094,False,0,1.226172
602,False,0,1.2353089,False,0,1.224291
603,False,0,1.236635,False,0,1.2256035
604,False,0,1.2370095,False,0,1.2259742
605,False,0,1.2359648,False,0,1.2249403
606,False,0,1.2361808,False,0,1.225154
607,False,0,1.228484,False,0,1.22835
608,False,0,1.227837,False,0,1.2277105
609,False,0,1.227186,False,0,1.2271031
610,False,0,1.2280084,False,0,1.2278744
611,False,0,1.2284442,False,0,1.228292
612,False,0,1.2282382,False,0,1.228086
613,False,0,1.2288052,False,0,1.228646
614,False,0,1.2289436,False,0,1.2287954
615,False,0,1.2284592,False,0,1.2283251
616,False,0,1.2277365,False,0,1.227635
617,False,0,1.2274783,False,0,1.2273514
618,False,0,1.228042,False,0,1.2278894
619,False,0,1.2285297,False,0,1.2283957
620,False,0,1.2294676,False,0,1.229336
621,False,0,1.2292352,False,0,1.229108
622,False,0,1.229542,False,0,1.2294136
623,False,0,2.1927354,False,0,2.192745
624,False,0,1.2296672,False,0,1.2295401
625,False,0,2.1930742,False,0,2.193083
626,False,0,1.2296356,False,0,1.2295043
627,False,0,2.1928825,False,0,2.192892
628,False,0,2.1926746,False,0,2.1926844
629,False,0,1.2297151,False,0,1.2295837
630,False,0,2.1928654,False,0,2.1928744
631,False,0,2.1927686,False,0,2.1927783
632,False,0,2.1928215,False,0,2.192831
633,False,0,2.1930778,False,0,2.193086
634,False,0,1.2297533,False,0,1.2296219
635,False,0,2.193125,False,0,2.193133
636,False,0,1.2297279,False,0,1.2295996
